elo_code,fifa_rank,squad_rating,predicted_xi_rating,squad_value_eur_m,club_level_index,league_strength,age_balance,injuries_suspensions_index,minutes_recent,attack_quality,midfield_quality,defensive_quality,goalkeeper_quality,squad_depth,formation_stability,pressing_intensity,possession_style,defensive_compactness,set_piece_strength,counterattack_quality,penalty_skill,travel_fatigue,climate_fit,population_m,gdp_per_capita_usd,participation_rate,domestic_league_strength,historical_wc_index,football_investment_index

